tag,category,aliases(if enabled)
master_ball,General,masterball
calling,General,
sig_mcx,General,"sig_sauer_mcx,sig_sauer_mcx_spear"
multicolored_polka_dots,General,
lambent_light,General,
white_wolf,General,
team_plasma,General,
hermit_crab,General,
mantis_girl,General,
striped_footwear,General,
splat_charger_(splatoon),General,splatterscope_(splatoon)
forearms,General,
margherita_pizza,General,
crooked_eyewear,General,eyewear_slip
bakuzan,General,
imperium_of_man,General,
knuckle_hair,General,
stirrups_(riding),General,stirrups
sofmap_background,General,
corked_bottle,General,
russo-ukrainian_war,General,
large_ribbon,General,
calla_lily,General,
holding_flamethrower,General,
spotted_fur,General,
phone_with_ears,General,
artoria_pendragon_(lancer_alter)_(royal_icing)_(fate)_(cosplay),General,
no_smoking,General,
mounting,General,
shirt_behind_neck,General,shirt_around_neck
powered_wheelchair,General,
earth_eleven,General,
food-themed_ornament,General,food_themed_ornament
imageboard_colors,General,
chainsword,General,
triforce_print,General,
iron_fence,General,
blue_light,General,
spike_piercing,General,
v_sisters,General,
vertical-striped_coat,General,
african_wild_dog_print,General,
purity_seal,General,
tawawa_challenge,General,
age_switch,General,age_swap
ai-generated_art_(topic),General,
vaginal_prolapse,General,
under_umbrella,General,
outer_senshi,General,
deltoids,General,
grey_mask,General,
breakdance,General,
sneaking,General,
nipple_tweak_through_clothes,General,
window_fog,General,
lightning_ahoge,General,
axent_wear,General,
mini_santa_hat,General,tiny_santa_hat
against_door,General,
dazed,General,
zweihander,General,
ford,General,
glowing_earrings,General,
keffiyeh,General,shemagh
heart_arms_duo,General,
blood_drop,General,
ladybug_ornament,General,
selection_university_(emblem),General,
eyepatch_lift,General,
ghost_hands,General,
sulking,General,
siamese_cat,General,
canards,General,
chimame-tai,General,
railgun_(misaka_mikoto),General,
two-tone_nails,General,
lightning_bolt_earrings,General,
black_car,General,
raana_the_cat,General,
crotchless_swimsuit,General,
sunrise_stance,General,brave_perspective
finger_to_tongue,General,
stepladder,General,
stuffed_dinosaur,General,
panties_under_bike_shorts,General,
dildo_gag,General,penis_gag
adult_baby,General,adultbaby
all_the_way_through,General,
flower_braid,General,
wandenreich_uniform,General,
libra_(constellation),General,
kendo,General,
sword_of_dios,General,
sneer,General,
eel_boy,General,
flour,General,
scone,General,
airgetlam_(fate),General,
toy_block,General,
snowflake_ornament,General,
x-ray_glasses,General,
holding_eyeball,General,
tooth_gap,General,
broken_plate,General,
eyes_visible_through_eyewear,General,
satin_bra,General,
giant_hand,General,
subaru_(brand),General,
tsuba_(guard),General,
raised_inner_eyebrows,General,
weapon_formation,General,
in_trash_can,General,
blacksmith,General,
miniature,General,
fruit_background,General,/fruitbg
burp,General,
holding_diploma,General,
battle_standard,General,
science,General,
ham,General,
choujuu_gigaku,General,
cassiopeia_(constellation),General,
pile_bunker,General,
gris_swimsuit,General,
mapo_tofu,General,"maabou_doufu,mapo_doufu,mapotofu"
removing_legwear,General,
suzuki_(company),General,
poverty,General,poor
muzzle_device,General,"flash_hider,flash_suppressor,muzzle_brake"
shirt_on_shoulders,General,
super_famicom,General,
after_rain,General,
electro_symbol_(genshin_impact),General,
namekian,General,
frisbee,General,
bluesky_username,General,
naked_lab_coat,General,
lace-up_top,General,
spilled_milk,General,
alpaca_girl,General,
covering_head,General,
implied_death,General,
jogging,General,
back_hair,General,
holding_wreath,General,
peanut_mouth,General,
leaf_earrings,General,
moon_rabbit,General,
macaron_hair_ornament,General,
muntins,General,
holding_ofuda,General,
brown_sky,General,
display,General,
hover_bike,General,
attack_helicopter,General,
fishing_net,General,
cum_on_food,General,
fish_tattoo,General,
after_footjob,General,
bola_(weapon),General,
yellow_male_underwear,General,yellow_underwear_(male)
bitten_apple,General,
blizzard,General,
holding_boxcutter,General,
watercolor_background,General,
holding_crayon,General,
ice_cream_hair_ornament,General,
mma_gloves,General,grappling_gloves
bard,General,
thigh_sheath,General,
damage_numbers,General,
aqua_rose,General,
tornado,General,
houshou_marine_(cosplay),General,
caress,General,
awakening_(sennen_sensou_aigis),General,
h_(letter),General,
new_york_city,General,
demon_costume,General,
cake_hair_ornament,General,
zipper_bikini,General,
keizoku_(emblem),General,
ppsh-41,General,
veiny_face,General,
back_muscles,General,
steam_from_mouth,General,
pink_nightgown,General,
panty_tug,General,
tilted_hat,General,
ak-74,General,
vitarka_mudra,General,
kochiya_sanae_(cosplay),General,
shipping_container,General,
double_bass,General,contrabass
wireless,General,
tying_apron,General,
two-tone_choker,General,
l85,General,enfield_sa-80
h&k_g36,General,g36
christmas_tree_costume,General,christmas_tree_(cosplay)
blood_on_gloves,General,
black_gemstone,General,
o-ring_strap,General,
holding_cable,General,
double_helix,General,
saishi,General,
totenkopf,General,
opening,General,
nen_(hunter_x_hunter),General,
no_horns,General,no_horn
framed_insect,General,
phoenix_print,General,
kamui_(kill_la_kill),General,
lightning_glare,General,electric_eye_contact
herb,General,
date_pun,General,
digivice,General,
holding_ears,General,
spade_earrings,General,spade_earring
paper_doll,General,
broken_arm,General,
see-through_skirt_layer,General,
sunbathing,General,
shadow_(persona),General,
pink_tube_top,General,
grilled_eel,General,
french_cruller,General,cruller
striped_apron,General,
light-skinned_palms,General,
stuffed_orca,General,
digging,General,
cross_calibur_(fate),General,
belly_dancing,General,
lamborghini,General,
bad_end_precure,General,
cross-laced_one-piece_swimsuit,General,
nepolabo,General,
postcard,General,
bouncing_pecs,General,
cool_&_sexy_(idolmaster),General,cool_&_sexy(idolmaster)
hooded_leotard,General,
marijuana,General,
business_casual,General,
cheating_(competitive),General,
chameleon,General,
rhongomyniad_(fate),General,rhongomyniad
subscribestar_logo,General,
original_remodel_(kantai_collection),General,
shirt_hold,General,
print_coat,General,
2011_tohoku_earthquake_and_tsunami,General,
following,General,
blue_streaks,General,
whisp,General,
golf,General,
nipple_tassels,General,
cum_in_navel,General,
water_world,General,
purple_slingshot_swimsuit,General,
rabbit_panties,General,bunny_panties
flashbang,General,
textbook,General,
spoken_number,General,
polka_dot_neckerchief,General,
suction_cup_dildo,General,
churro,General,
pangu_terminal_(wuthering_waves),General,
knee_strap,General,
panties_day,General,pantsu_no_hi
spiked_thighlet,General,
eevee_(cosplay),General,
ttgl_eyecatch,General,
candle_wax,General,
pants_lift,General,
tsuchinoko,General,
videocassette,General,"vhs,vhs_cassette,video_cassette,video_tape,videotape"
tsukumogami,General,
sunflower_seed,General,
hidden_camera,General,
weapon_in_mouth,General,
multiple_moons,General,
mutation,General,
holding_tennis_racket,General,
inverted_colors,General,
applying_pedicure,General,pedicure
through_painting,General,"coming_out_of_painting,coming_out_of_portrait"
stuffed_tiger,General,
spring_(object),General,
united_states_navy,General,
earmuffs_around_neck,General,
bio_lab,General,
firewood,General,
chocolate_donut,General,
tiger_hood,General,
howa_type_89,General,
manjuu_abuse_(azur_lane),General,
swedish_flag,General,
sakura_kyoko_(cosplay),General,
unbuttoning,General,
sentient_stuffed_toy,General,
highleg_dress,General,
trick-or-treating,General,
mirror_image,General,
x_anus,General,
fur-trimmed_pants,General,
famas,General,
globus_cruciger,General,
happy_holidays,General,
alligator,General,
collared_cloak,General,
piloting,General,
wooden_railing,General,
piercing_pull,General,
barbie_mugshot_(meme),General,
moon_stick_(sailor_moon),General,
mining_helmet,General,
hat_under_hood,General,
puffer_fish,General,blowfish
teleportation,General,
bunting,General,
reverse_ryona,General,
holding_bullet,General,
familiar_(madoka_magica),General,
toy_airplane,General,toy_plane
kuuhaku_to_catharsis,General,
black_fire,General,black_flame
receding_hairline,General,
energy_drain,General,
stun_gun,General,
sun-shaped_pupils,General,
holding_utensil,General,
frieren_blowing_a_kiss,General,
human_dog,General,
why_dis_ninja_look_so_mad_(meme),General,
otter_girl,General,
lectern,General,
thumb_in_pocket,General,
open_towel,General,
hand_on_own_ankle,General,
megumin_(cosplay),General,
karasuno_volleyball_uniform,General,
toucan,General,
taurus_(constellation),General,
ryokan,General,
pal_(creature),General,
dive_ball,General,
mazda_rx-7,General,
boar_mask,General,
here's_johnny!_(meme),General,here's_johnny!
hair_branch,General,
fin_funnels,General,
smelly_armpits,General,
light_persona,General,
pp_tenshi_t-shirt,General,
pink_leggings,General,
maxim_tomato,General,
colorful_festival_(project_sekai),General,
bamboo_print,General,
raft,General,
mail,General,
alternate_body_fluid,General,
ribbed_swimsuit,General,
sarong_lift,General,
pussy_jewelry,General,
white_innertube,General,
pec_pov_(meme),General,
starpiece_memories_(idolmaster),General,starpiece_memories
holox,General,
camisole_over_clothes,General,
smartwatch,General,
holding_snowball,General,
link_(cosplay),General,
blood_on_feet,General,bloody_feet
arrow_in_head,General,
heart_on_cheek,General,
bodysuit_pull,General,
presenting_anus,General,
planter,General,
repairing,General,
united_states_army,General,
hurricane_glass,General,
hatchet_(axe),General,western_hatchet
no_navel,General,"no_belly_button,no_bellybutton"
pokegear,General,
salt_bae_(meme),General,
clothes_rack,General,
nipples_pressed_together,General,
elizabeth_tower,General,big_ben
h&k_g3,General,g3
unofficial_sailor_senshi_uniform,General,sailor_senshi_costume
accessories,General,
tsuruga_school_uniform,General,
fn_fal,General,
blue_babydoll,General,
umbrakinesis,General,"dark_magic,darkness_manipulation"
hyottoko_mask,General,
circle_cutout,General,
souffle_pancake,General,
print_pillow,General,
horse_dildo,General,
st._hermelin_school_uniform,General,
skull_tattoo,General,
sandbag,General,
under_shot,General,
animal_charm,General,animal_keychain
hair_scarf,General,
mvp,General,
silver_hairband,General,
thompson/center_contender,General,thompson_contender
single_arm_guard,General,
color_switch,General,
pig_boy,General,
robot_dog,General,
green_suspenders,General,
shibuya_(tokyo),General,
frilled_boots,General,
construction_site,General,
chinese_armor,General,
execution,General,
waist_poke_ball,General,waist_pokeball
pomeranian_(dog),General,
calamity_queller_(genshin_impact),General,
itasha,General,
finger_to_head,General,
h&k_p30,General,
lens_eye,General,
single_hair_streak,General,
ankle_scrunchie,General,
brush_stroke,General,
haori_himo,General,
hatch,General,
strawberry_milk,General,
checkered_bowtie,General,
condom_wrapper_in_clothes,General,
padoru_(meme),General,padoru
misaki_high_school_uniform,General,
synthesizer,General,
overpass,General,
blue_crown,General,
flipping_food,General,
solar_eclipse,General,
dvd_case,General,
flat_chastity_cage,General,
covered_pectorals,General,
single_sode,General,
bee_costume,General,honey_bee_girl_outfit
grey_helmet,General,
asymmetrical_bodysuit,General,
troll_(homestuck),General,
taiwan,General,republic_of_china_(post-1949)
yume_no_tsue,General,
test_tube_rack,General,
seven_sisters_high_school_uniform,General,
homework,General,
gibson_brands_inc,General,
speculum,General,
no_hairband,General,
japanese_postal_mark,General,
on_rooftop,General,
hippopotamus,General,
bandaged_torso,General,
treehouse,General,
snowflake_earrings,General,snowflake_earring
portuguese_text,General,portuguese
purple_petals,General,
applying_lipstick,General,
snot_trail,General,
fire_flower,General,
purple_blood,General,
censored_gesture,General,censored_finger
pink_helmet,General,
hololive_gamers,General,
seasons,General,
eyewear_in_mouth,General,glasses_in_mouth
flower_hat,General,
daifuku,General,
mosaic_background,General,
ornate_clothes,General,
flat_top_chef_hat,General,
flandre_scarlet_(cosplay),General,
clarinet,General,
rainbow_bikini,General,
gold_leotard,General,
dinosaur_boy,General,
